ar,bs-Latn,bg,ca,zh-CHS,zh-CHT,hr,cs,da,nl,en,et,fi,fr,de,el,ht,he,hi,mww,hu,id,it,ja,sw,tlh,tlh-Qaak,ko,lv,lt,ms,mt,yua,no,otq,fa,pl,pt,ro,ru,sr-Cyrl,sr-Latn,sk,sl,es,sv,th,tr,uk,ur,vi,cy
المعلم,učitelj,учител,mestre,老师,老師,učitelj,učitel,lærer,leraar,teacher,õpetaja,opettaja,enseignant,Lehrer,δάσκαλος,pwofesè,המורה,शिक्षक,xib fwb,tanár,guru,insegnante,先生,Mwalimu,ghojmoHwI',,교사,skolotājs,mokytojas,guru,għalliem,Aj-ka'ansajo',lærer,Xa̲hnate,معلم,nauczyciel,Professor,profesor,учитель,наставник,nastavnik,učiteľ,učitelj,Profesor,lärare,ครู,öğretmen,викладач,استاد,giáo viên,Athro
فريق,tim,екип,equip,团队,團隊,tim,tým,Team,team,team,meeskond,joukkue,équipe,Team,Ομάδα,ekip,צוות,टीम,pab (team),csapat,Tim,squadra,チーム,timu,team,,팀,komanda,komanda,pasukan,tim,nu'ukulil,Team,equipo,تیم,zespół,equipe,Echipa,команда,тим,tim,tím,ekipa,equipo,Team,ทีม,takım,команда,ٹیم,đội ngũ,tîm
الدمعة,suzo,сълза,llàgrima,泪珠,淚珠,suza,slza,Teardrop,Teardrop,teardrop,pisar,pisaran,Teardrop,Teardrop,δάκρυ,lo je,דמעה,अश्रु,teardrop,könnycsepp,Teardrop,a goccia,ティア ドロップ,teardrop,teardrop,,눈물,asaras,ašaros,air mata,teardrop,lágrima,teardrop,lágrima,اشک,Teardrop,lágrima,lacrimă,Слеза,Сузо,Suzo,slza,solze,lágrima,Teardrop,หยดน้ำตา,gözyaşı,краплеподібні,ٹیآرڈروپ,giọt nước,Teardrop
التكنولوجيا,tehnologija,технология,tecnologia,技术,技術,tehnologija,technologie,teknologi,technologie,technology,tehnoloogia,tekniikka,technologie,Technologie,τεχνολογία,teknoloji,טכנולוגיה,प्रौद्योगिकी,tshuab,technológia,teknologi,tecnologia,技術,teknolojia,cham,,기술,tehnoloģija,technologijos,Teknologi,tat-teknoloġija,ma'alo'obtal,teknologi,tecnología,فن آوری,Technologia,tecnologia,tehnologie,Технология,технологија,tehnologija,Technológia,tehnologija,tecnología,teknik,เทคโนโลยี,teknoloji,Технологія,ٹیکنالوجی,công nghệ,technoleg
الهاتف,telefon,телефон,telèfon,电话,電話,telefon,telefon,telefon,telefoon,telephone,telefoni,Puhelin,Téléphone,Telefon,τηλέφωνο,telefòn,טלפון,टेलीफोन,xov tooj,telefon,telepon,telefono,電話,simu,ghogh HablI', ,전화,telefons,telefono,telefon,tat-telefon,nu'ukul t'aan,telefon,teléfono,تلفن,telefon,telefone,telefon,Телефон,телефон,telefon,telefón,telefon,teléfono,telefon,โทรศัพท์,telefon,телефон,ٹیلی فون,điện thoại,dros y ffôn
التلفزيون,televizija,телевизия,televisió,电视,電視,televizija,televize,tv,televisie,television,televisioon,televisio,télévision,Fernsehen,τηλεόραση,televizyon,טלוויזיה,टेलीविजन,TV,televízió,televisi,televisione,テレビ,televisheni,HaSta jIH, ,텔레비전,televīzija,televizijos,televisyen,tat-televiżjoni,cha'antik ts'a-cha'an,TV,hyandi,تلویزیون,Telewizja,televisão,televiziune,телевидение,телевизија,televizija,televízia,televiziji,televisión,TV,โทรทัศน์,televizyon,телебачення,ٹیلی ویژن,truyền hình,teledu
درجة الحرارة,Temperatura,температура,temperatura,温度,溫度,temperatura,teplota,temperatur,temperatuur,temperature,temperatuuri,lämpötila,température,Temperatur,θερμοκρασία,tanperati,טמפרטורה,तापमान,kub,hőmérséklet,suhu,temperatura,温度,joto,Hat,,온도,temperatūra,temperatūra,suhu,it-temperatura,temperatura,temperatur,Tsoxpa,درجه حرارت,temperatury,temperatura,temperatura,Температура,Температура,Temperatura,teplota,temperatura,temperatura,temperaturen,อุณหภูมิ,Sıcaklık,температура,درجہ حرارت,nhiệt độ,tymheredd
مسرح,kazalište,театър,Teatre,剧场,劇場,kazalište,divadlo,Theater,Theater,theater,Theater,teatteri,Théâtre,Theater,Θέατρο,teyat,תיאטרון,थियेटर,tsev ua yeeb yam,Színház,teater,Teatro,劇場,ukumbi wa michezo,theater,,극장,teātris,teatras,teater,Theatre,Teatro,teater,Teatro,تئاتر,Teatr,Teatro,teatru,Театр,театар,teatar,divadlo,gledališče,Teatro,Theater,โรงละคร,Tiyatro,театр,تھیٹر,Nhà hát,Theatr
أنهم.,Oni.,те.,ells.,他们。,他們。,Oni.,oni.,de.,ze.,they.,nad.,ne.,ils.,Sie.,αυτοί.,yo.,הם.,वे।,lawv.,ők.,mereka.,essi.,彼らは。,wao.,chaH.,,그들 은입니다.,tās.,jie.,mereka.,huma.,Leti'ob.,de.,nu'u̲.,آنها.,one.,eles...,ei.,они.,Они су.,Oni su.,oni.,oni.,ellos.,de.,พวกเขา,onlar.,вони.,وہ ہے ۔,họ.,iddynt.
سميك,debeli,дебела,gruix,厚厚,厚厚,debeli,tlusté,tyk,dikke,thick,paks,paksu,épaisse,Dicke,παχιά,pwès,עבה,मोटी,tuab,vastag,tebal,spessore,厚い,nene,jeD,,두꺼운,biezs,storas,tebal,oħxon,espesor,tykke,espesor,ضخامت,Gruby,espessura,grosime,толстые,густа,gusta,hrubé,debela,espesor,tjock,หนา,kalın,товста,موٹا,dày,trwchus
رقيقة,Tanka,тънки,prim,薄,薄,tanka,tenká,tynd,dunne,thin,õhuke,ohut,mince,dünne,λεπτό,mèg,דק,पतली,nyias,vékony,tipis,sottile,薄い,nyembamba,lang,,얇은,plāns,plonas,nipis,irqiq,bek'ech,tynn,delgado,نازک,cienkie,fina,subţire,тонкий,танка,tanka,tenké,tanke,delgado,tunn,บาง,ince,тонкий,باریک,mỏng,tenau
أعتقد,Mislim da,"Мисля, че",pensar,想想,想想,Mislim da,"Myslím, že",tror,denk dat,think,"arvan, et",ajatella,pense que,Denken,Νομίζω ότι,panse,חושב,लगता है कि,xav hais tias,gondolom,berpikir,pensare,思う,Fikiria,Qub,,생각,"domāju, ka","Manau, kad",berfikir,aħseb,In wa'alike' u,tror,Pe nä'ä,فکر می کنم,"Myślę, że",Acho que,Cred că,Подумайте,Мислим да,Mislim da,"Myslím, že","Mislim, da",Creo que,tror,คิดว่า,düşünüyorum,думаю,خیال,Hãy suy nghĩ,meddwl
رمي,baciti,хвърлят,llançar,投掷,投擲,baciti,hod,kaste,gooien,throw,viska,heittää,jeter,werfen,ρίξει,voye,לזרוק,फेंक,pov,dobja,melemparkan,gettare,スロー,kutupa,chuH,,던져,mest,mesti,membuang,jitfgħu,tiro,kaste,tiro,پرتاب,rzut,Jogue,arunca,бросать,Баци,Baci,hádzať,vrgel,tiro,kasta,โยน,atmak,кинути,پھینک,ném,taflu
الخميس,Četvrtak,Четвъртък,Dijous,星期四,星期四,Četvrtak,Čtvrtek,Torsdag,Donderdag,Thursday,Neljapäev,Torstai,Jeudi,Donnerstag,Πέμπτη,jedi,חמישי,गुरुवार,Hnub plaub,Csütörtök,Kamis,Giovedì,(木曜日),Alhamisi,thursday,,목요일,Ceturtdiena,Ketvirtadienis,Khamis,Tal-Ħamis,Jueves,Torsdag,Nhwebe,پنج شنبه,Czwartek,Quinta-feira,Joi,Четверг,У четвртак,U četvrtak,Štvrtok,Četrtek,Jueves,Torsdag,วันพฤหัสบดี,Perşembe,Четвер,جمعرات,Thứ năm,Dydd Iau
حجز التذاكر,ulaznica,билет,venda d'entrades,机票,機票,prodaje karata,jízdenka,billet,ticket,ticket,Piletite,lippu,billet,Ticket,εισιτήριο,tikè,הזמנת כרטיסים,टिकट,daim pib mus,jegy,Tiket,biglietto,チケット,tiketi,chaw',,티켓,biļete,bilietų,Tiket,biljett,billete,billett,billete,بلیط,bilet,bilhete de,bilet,билет,карта,karta,letenky,vozovnice,billete,biljett,ตั๋ว,Bilet,квиток,ٹکٹ,vé,tocyn
ضيق,čvrsto,здраво,estanc,紧,緊,čvrsto,těsný,stram,strakke,tight,pingul,tiukka,serré,engen,σφιχτό,sere,חזק,तंग,nruj,szűk,ketat,stretto,タイトです,tight,Qey,,꽉,cieši,stora,ketat,li jissiġilla,firmemente,tett,firmemente,تنگ,ciasne,apertado,strans,туго,чврсто,čvrsto,tesné,tesen,firmemente,tight,แน่น,sıkı,жорсткі,سخت,chặt chẽ,dynn
الوقت,vrijeme,време,temps,时间,時間,vrijeme,čas,tid,tijd,time,aeg,aika,temps,Zeit,χρόνος,tan,זמן,समय,lub sij hawm,idő,waktu,tempo,時間,wakati,poH,,시간,laiks,laikas,masa,ħin,k'iin,tid,Ar pa,زمان,czas,tempo,timp,время,времена,vremena,čas,čas,tiempo,tid,เวลา,zaman,час,وقت,thời gian,amser
الإطارات,guma,гума,pneumàtic,轮胎,輪胎,guma,pneumatika,dæk,band,tire,rehvi,rengas,pneu,Reifen,ελαστικών,n. kaoutchou,צמיג,टायर,log tsheb,gumiabroncs,Ban,pneumatico,タイヤ,tairi,jIDoy'be',,타이어,riepa,padangų,tayar,tire,neumático,dekk,neumático,تایر,Opony,pneu,anvelope,шины,гума,guma,pneumatiky,pnevmatike,neumático,däck,ยางรถยนต์,Lastik,Шина,ٹائر,lốp xe,he
لتنظيف,za čišćenje,за почистване,netejar,要清洁,要清潔,za čišćenje,k čištění,at rengøre,om schoon te maken,to clean,puhastada,puhdistaa,pour nettoyer,zu reinigen,για τον καθαρισμό,netwaye,כדי לנקות,साफ करने के लिए,tu,a tiszta,untuk membersihkan,per la pulizia,きれいにする,safi,Say',,청소 하기,lai notīrītu,valyti,untuk membersihkan,biex jitnaddfu,utia'al u cho'oik,å rengjøre,pa limpiar,برای تمیز کردن,do czyszczenia,para limpar,pentru a curăţa,для очистки,опрати,oprati,na čistenie,za čiščenje,para limpiar,att rengöra,การทำความสะอาด,temizlemek için,очистити,صاف کرنا,để làm sạch,i lanhau
للاستماع إلى,da čujem,за да чуете,escoltar,听到,聽到,da čujem,Chcete-li slyšet,at høre,om te horen,to hear,kuulda,kuulla,d’entendre,zu hören,να ακούσω,tande,לשמוע,सुनने के लिए,saib,hallani,mendengarkan,per ascoltare,聞いて,kusikia,buSbogh,,듣고,lai dzirdētu,girdėti,untuk mendengar,li nisimgħu,wu'uyik,å høre,'mu̲ise̲,برای شنیدن,Aby usłyszeć,para ouvir,a auzi,чтобы услышать,чути,čuti,počuť,slišati,escuchar,att höra,การได้ยิน,duymak,почути,سننا,để nghe,i glywed
للضوء,na vidjelo,към светлината,a la llum,对光,對光,na svjetlo,na světlo,til lys,aan het licht,to light,päevavalgele,valolle,à la lumière,ans Licht,στο φως,aklè,לאור,प्रकाश करने के लिए,taws,a fény,cahaya,alla luce,光に,nuru,wov,,빛을,pret gaismu,"paaiškėja, kad",kepada cahaya,għad-dawl,ti' le sáasilo',lys,jar tsibi,به نور,na światło,à luz,la lumina,к свету,на светло,na svetlo,na svetlo,na svetlobo,a la luz,för ljus,แสง,ışık,до світла,روشنی,để ánh sáng,i'r amlwg
لمزج,za miješanje,да се смесват,barrejar,混合使用,混合使用,miješati,Mix,at blande,te mengen,to mix,Mix,sekoittaa,pour mélanger,zum Mischen,να αναμειγνύεται,pou fè yon melanj,לערבב,मिश्रण करने के लिए,tov,keverjük össze,untuk campuran,per mescolare,ミックスするには,kuchanganya,DuD,,혼합,Mix,maišyti,untuk bergaul,li jitħalltu,utia'al xa'ak'tik,å blande,pa mezclar,به مخلوط,mieszać,para misturar,se amestecă,смешать,да бисте направили,da biste napravili,Mix,Mix,para mezclar,att blanda,ในการผสม,karıştırmak için,щоб змішувати,مکس کرنے,kết hợp,i gymysgu
ليرى,vidjeti,за да видите,veure,看,看,vidjeti,Chcete-li vidět,at se,Om te zien,to see,näha,nähdä,Voir,Sehen,για να δείτε,pou wè,לראות,देखने के लिए,pom,hogy,untuk melihat,Vedere,お会いできて,Kuona,vIlegh,,만나기 위해,lai redzētu,Norėdami pamatyti,untuk lihat,biex tara,Wil,se,Di nu'i,برای دیدن,Zobaczyć,Ver,pentru a vedea,Увидеть,видети,videti,vidieť,za prikaz,Ver,att se,ดู,Görmek,щоб побачити,ديکھنا,để xem,gweld
تبادل لإطلاق النار,pucati,да стреля,per disparar,射击,射擊,pucati,střílet,at skyde,om te schieten,to shoot,tulistada,ampua,à tirer,zu schießen,να πυροβολήσει,pou tire,כדי לירות,शूट करने के लिए,tua,lőni,untuk menembak,per sparare,撮影するには,kwa risasi,bach,,촬영,šaut,šaudyti,untuk menembak,li Donna,utia'al u ts'oon,å skyte,pa disparar,به ساقه,strzelać,para atirar,a trage,стрелять,да пуцам,da pucam,strieľať,ustreliti,para disparar,att skjuta,การถ่ายภาพ,ateş etmek,стріляти,گولی مار کے لئے,để bắn,i saethu
الكلام,govoriti,да се говори,parlar,发言,發言,govoriti,mluvit,at tale,om te spreken,to speak,rääkida,puhua,prendre la parole,sprechen,να μιλήσει,ale,לדבר,बात करने के लिए,hais lus,beszélni,untuk berbicara,a parlare,話すこと,kuongea,critique'a'wIj,,얘기를,lai runātu,kalbėti,untuk bercakap,biex jitkellmu,utia'al u t'aan,å snakke,pa,به صحبت می کنند,mówić,para falar,a vorbi,говорить,да говори,da govori,hovoriť,govoriti,para hablar,att tala,การพูด,konuşmak için,говорити,بات کرنا,để nói chuyện,i siarad
يشاهد,gledati,Да гледам,veure,观看,觀看,gledati,Sledovat,At se,Om te kijken,to watch,Vaatama,Katsella,Regarder,Anschauen,Να βλέπω,pou veye,לצפות,देखने के लिए,saib,nézni,Untuk melihat,Osservare,見ます,Kutazama,jI'oy,,보려면,vērot,stebėti,untuk menonton,biex tara,Paakat,å se,Handi,برای دیدن,Oglądać,Assistir,a privi,Наблюдать,гледати,gledati,sledovať,gledati,Mirar,Att titta,ดู,İzlemek,Дивитися,ديکھنے کے ليۓ,Để xem,edrych
للفوز,za pobjedu,за да спечели,per guanyar,要赢,要贏,za pobjedu,k vítězství,at vinde,om te winnen,to win,võita,voittaa,pour gagner,um zu gewinnen,για να κερδίσετε,genyen,כדי לנצח,जीतने के लिए,los yeej,nyerni,untuk menang,per vincere,獲得するには,kushinda,Qap,,승리,lai uzvarētu,laimėti,untuk menang,biex tirbaħ,utia'al u náajaltik,å vinne,pa ga tähä,برای برنده شدن,do wygrania,para ganhar,pentru a câştiga,чтобы выиграть,да освоји,da osvoji,vyhrať,za zmago,para ganar,att vinna,จะชนะ,kazanmak için,щоб виграти,جیتنے کے لئے,để giành chiến thắng,i ennill
إصبع القدم,nožni prst,Toe,dit del peu,脚趾,腳趾,nožni prst,prst,tå,Teen,toe,varba,Toe,orteil,Zehe,toe,Zotey,הבוהן,पैर की अंगुली,ntiv taw xoo,toe,kaki,Punta,つま先,kidole,yaD,,발가락,pirksta,pirštas,jari kaki,TOE,yaal le wook,tå,dedo wa,پا,Toe,dedo do pé,deget de la picior,Мыс,прст,prst,prst,toe,dedo del pie,tå,นิ้วเท้า,ayak,Toe,پنجہ,ngón chân,troedio
اللسان,jezik,език,llengua,舌头,舌頭,jezik,jazyk,tungen,tong,tongue,keele,kieli,langue maternelle,Zunge,γλώσσα,lang,הלשון,जीभ,tus nplaig,nyelv,lidah,lingua,舌,ulimi,jat,,혀,mēle,liežuvio,lidah,ilsien,t'aano',tunge,ar hñä,زبان,język,língua,limba,язык,језик,jezik,jazyk,jezik,lengua,tungan,ลิ้น,dil,язик,زبان,lưỡi,tafod
أداة,alat,инструмент,eina,工具,工具,alat,nástroj,værktøj,gereedschap,tool,tööriist,työkalu,outil,Werkzeug,εργαλείο,Si yon moun,הכלי,उपकरण,tuam,eszköz,Alat,strumento,ツール,Zana,tool,,도구,līdzeklis,įrankis,alat,l-għodda,nu'ukula',verktøyet,herramienta,ابزار,narzędzia,ferramenta,instrument,инструмент,Алатке за,Alatke za,nástroj,orodje,herramienta,verktyg,เครื่องมือ,aracı,інструмент,آلہ,công cụ,offeryn
الأسنان,zub,зъб,dent,牙齿,牙齒,zub,zub,tand,tand,tooth,hamba,hammas,dent,Zahn,δόντι,dan,השן,दाँत,hniav,fogat,gigi,dente,歯,jino,Ho',,치아,zobu,dantų,gigi,dfir,koj.,tann,diente,دندان,ząb,dente,dinte,зуб,зуб,zub,zub,zob,diente,tand,ฟัน,diş,зуб,دانت,răng,dannedd
أعلى,vrh,Топ,part superior,返回页首,返回頁首,vrh,vrchol,Top,Boven,top,Top,alkuun,Retour au début,Nach oben,κορυφή,tèt,העליון,शीर्ष,saum,Top,atas,In alto,ページのトップへ,juu,yor,,맨 위로,augšpusē,viršų,atas,top,Ka'anaj,topp,Mañä,بالا,Do góry,Início,Top,Вверх,врх,vrh,Top,vrh,Arriba,topp,ด้านบน,Sayfanın Üstü,Топ,سب سے اوپر,đầu trang,brig
تعمل باللمس,dodir,докосване,Tacte,触摸,觸摸,dodir,dotek,touch,Touch,touch,Touch,Touch,Touch,Tippen Sie auf,Αγγίξτε,touche,מגע,स्पर्श करें,kov,Touch,sentuh,toccare,タッチ,kugusa,DuQ,,터치,pieskarties,Palieskite,sentuhan,Flikkjaturi,toque,Touch,toque,لمسی,Dotknij,toque,Touch,сенсорный,додир,dodir,dotyk,dotik,toque,Touch,แตะ,dokunmatik,Touch,چھو,liên lạc,cyffwrdd
مدينة,grad,град,ciutat,小镇,小鎮,grad,město,by,stad,town,linn,kaupunki,ville,Stadt,πόλη,vil,העיר,शहर,hauv lub zos,város,Kota,città,町,mji,veng SuvwI', ,마,pilsēta,Miestas,Bandar,Belt,noj,byen,ar Dähnini,شهر,Miasto,cidade,oraşul,город,град,grad,mesto,mesto,ciudad,staden,เมือง,Şehir,місто,ٹاؤن,thị xã,Tref
تدريب,vlak,влак,tren,火车,火車,vlak,vlak,toget,trein,train,rong,juna,train,Zug,τρένο,tren,הרכבת,ट्रेन,tsheb nqaj hlau,a vonat,kereta api,treno,鉄道,treni,lupwI' mIr, ,기차,vilciens,traukinys,Kereta Api,it-tren,tren,tog,nju̲nu̲bo̲jä,قطار,Pociąg,trem,tren,поезд,воз,voz,vlak,vlak,tren,tåg,รถไฟ,Tren,поїзд,ٹرین,đào tạo,trên
محطة قطار,željeznička stanica,жп-гара,estació de tren,火车站,火車站,Željeznički kolodvor,Vlakové nádraží,togstationen,Treinstation,train station,Train station,rautatieasema,la gare,Bahnhof,Σιδηροδρομικός Σταθμός,estasyon chemen de fè,תחנת הרכבת,ट्रेन स्टेशन,chaw nres tsheb ciav hlau,pályaudvar,Stasiun Kereta,Stazione ferroviaria,鉄道駅,stesheni ya treni,vItIj,,기차 역,vilciena stacija,traukinių stotis,Stesen Kereta Api,stazzjon tal-ferrovija,estación tren,togstasjon,estación nju̲nu̲bo̲jä,ایستگاه قطار,Dworzec kolejowy,Estação Ferroviária,Gara,Железнодорожный вокзал,Железничка станица,Železnička stanica,železničná stanica,železniške postaje,estación de tren,tågstationen,สถานีรถไฟ,Tren İstasyonu,Залізничний вокзал,ٹرین سٹیشن,Ga tàu lửa,gorsaf drên
